event_time,signals,max_value,max_z,max_rel_change
2019-06-13 00:00:00,"PM2_MAX,SO2_MAX",8.63047138047138,4.694855340332238,0.7450429750659517
2019-06-21 20:00:00,OZONE_MIN,0.0,-3.432191546188444,1.0
2019-06-28 13:00:00,OZONE_MIN,0.10620915032679856,4.539000510878257,2.8235294117645857
2019-06-28 14:00:00,OZONE_MIN,0.33809320829781303,4.463133766093511,2.1832775919732197
2019-06-28 15:00:00,OZONE_MIN,0.8465473145780064,4.324850746766367,1.5038873712964858
2019-06-28 16:00:00,OZONE_MIN,1.9109730848861295,4.227964295533998,1.257373039850379
2019-06-28 17:00:00,OZONE_MIN,3.1724223602484485,3.8871943484548437,0.6601083423618632
2019-06-29 15:00:00,PM10_MIN,0.069124423963136,4.477845508037269,2.21428571428547
2019-06-29 16:00:00,PM10_MIN,0.11510143545738888,3.950427233185769,0.6651340996168355
2019-06-29 21:00:00,"PM10_MIN,PM2_MIN",0.35363984674329796,4.616262057076457,1.960705693664747
2019-06-29 22:00:00,"PM10_MIN,PM2_MIN",0.7675287356321868,4.421186517929787,1.170368364030326
2019-06-29 23:00:00,"PM10_MIN,PM2_MIN",1.228819058212832,3.980517279373502,0.601007234212145
2019-07-05 00:00:00,"CO_MIN,PM10_MAX,PM10_MIN,PM2_MAX,PM2_MIN",35.13012600229096,4.694855340340855,1.7609168533489181
2019-07-05 01:00:00,"PM10_MAX,PM10_MIN,PM2_MIN",18.783671360869665,4.179757836021688,0.6351175896457194
2019-07-05 02:00:00,OZONE_MIN,0.0,-3.730281490719074,1.0
2019-07-07 00:00:00,OZONE_MAX,5.811932743305769,3.922162830602932,0.7278613570028415
2019-07-07 01:00:00,"OZONE_MAX,OZONE_MIN",9.371153133110866,4.303126638249638,1.3333333333333324
2019-07-07 02:00:00,PM10_MIN,2.760000000000002,-3.775192934928431,0.5540963101938711
2019-07-13 00:00:00,OZONE_MAX,17.819014891179844,4.694855340333169,1.6482805583929183
2019-07-13 01:00:00,OZONE_MAX,29.092303144514656,4.188493153805646,0.6326549656184938
2019-07-13 02:00:00,OZONE_MAX,43.88279569892473,3.8717832927518563,0.5083988187851266
2019-07-13 16:00:00,OZONE_MIN,15.14163885799036,3.542623468421704,0.5247819268668232
2019-07-13 17:00:00,OZONE_MIN,22.735724879495734,3.809098506171618,0.5015365967137644
2019-07-19 18:00:00,SO2_MIN,7.004578754578755,4.683898533433244,1.6522191400832176
2019-07-19 19:00:00,SO2_MIN,14.322527472527474,4.391917613166592,1.044737874231926
2019-07-20 23:00:00,OZONE_MIN,2.0521739130434806,4.177552390042527,0.6249670236901795
2019-07-21 00:00:00,OZONE_MIN,3.3265034149591894,4.113866982599756,0.6209656471199422
2019-07-27 07:00:00,OZONE_MIN,0.8985507246376842,-3.6511969111781855,0.5897435897435889
2019-07-27 08:00:00,"OZONE_MAX,OZONE_MIN",0.6308496732026203,-3.3112986744595383,1.0
2019-07-29 20:00:00,"SO2_MAX,SO2_MIN",4.327777777777778,4.407439196214273,0.5461638491547468
2019-08-04 00:00:00,"CO_MIN,OZONE_MAX,PM10_MAX,PM10_MIN,PM2_MAX,PM2_MIN",38.563356164383556,4.694855340340244,1.8305925072448592
2019-08-04 01:00:00,"OZONE_MAX,PM10_MAX,PM10_MIN,PM2_MAX,PM2_MIN",28.09468748465655,4.1871290100507,0.6553439219545112
2019-08-04 02:00:00,OZONE_MIN,0.0,-3.7302814907153783,1.0
2019-08-06 02:00:00,OZONE_MAX,3.1693548387096833,-3.6873828843000256,0.6560017339546667
2019-08-07 01:00:00,"OZONE_MAX,OZONE_MIN",9.729749103942657,4.1148247863695495,0.8620689655172407
2019-08-07 02:00:00,"OZONE_MIN,PM10_MIN",9.139784946236562,3.731194622949563,0.5232974910394262
2019-08-24 06:00:00,OZONE_MIN,17.77916666666667,3.3305966648419236,0.6667968749999994
2019-08-26 07:00:00,SOUND,56395.040034982514,4.694855294947422,769.6969366131177
2019-08-26 08:00:00,SOUND,98635.8075996377,4.051595681411225,0.7490156499304325
2019-09-04 00:00:00,"PM10_MAX,PM10_MIN,PM2_MAX,PM2_MIN",22.435128326247835,4.694855340335674,1.3137885101858762
2019-09-04 01:00:00,PM2_MIN,20.638466250931174,4.182356663420033,0.5691927259191628
2019-09-04 02:00:00,OZONE_MIN,0.0,-3.730281490718711,1.0
2019-09-06 02:00:00,"OZONE_MAX,SO2_MIN",0.1322964669738899,-3.728087802439785,0.990367066790875
2019-09-06 18:00:00,OZONE_MIN,1.5711213517665168,4.395562900007267,1.7058201058200955
2019-09-06 19:00:00,OZONE_MIN,2.485407066052231,3.865674201176361,0.5819319515056693
2019-09-07 01:00:00,"OZONE_MIN,SO2_MIN",6.911680911680915,4.154112430608471,1.1059027777777763
2019-10-04 00:00:00,"CO_MIN,OZONE_MAX,PM10_MAX,PM10_MIN,PM2_MAX,PM2_MIN",34.667230101506306,4.694855340336464,1.045832849516456
2019-10-04 01:00:00,CO_MIN,52.1726463897845,4.175840192985486,0.5049557243835749
2019-10-04 02:00:00,OZONE_MIN,0.0,-3.7302814907180086,1.0
2019-10-06 02:00:00,SO2_MIN,0.21875000000000386,-3.6210066646038834,0.865990990990989
2019-10-06 03:00:00,OZONE_MIN,0.42797619047619406,4.559186383798543,3.1085714285713224
2019-10-06 16:00:00,OZONE_MIN,1.038997821350766,3.261227823029245,1.0291458355494023
2019-10-08 00:00:00,"PM10_MAX,PM10_MIN",7.242424242424242,4.082664240779554,1.1848393298544369
2019-10-08 01:00:00,"PM10_MIN,PM2_MIN",7.849256453423117,4.106124317243342,0.5629443396885259
2019-11-04 00:00:00,"CO_MIN,OZONE_MAX,PM10_MAX,PM10_MIN",37.75161904761905,4.694855340336172,1.0875042130097743
2019-11-04 01:00:00,CO_MIN,57.22342857142857,4.176866395349683,0.5157874023693716
2019-11-04 02:00:00,OZONE_MIN,0.0,-3.7302814907175184,1.0
2019-11-06 01:00:00,OZONE_MIN,2.8461760461760495,4.2131091392479005,1.0753367003366976
2019-11-06 02:00:00,"OZONE_MIN,PM10_MIN,PM2_MIN",4.297156438332912,3.74956629221315,0.5916506346117109
2019-11-08 00:00:00,"PM10_MIN,PM2_MIN",5.287356321839085,3.8404943855297415,0.8041906353440246
2019-12-04 00:00:00,"CO_MIN,PM10_MAX,PM10_MIN,PM2_MAX,PM2_MIN",44.115854176730544,4.694855340335852,0.9646311624292595
2019-12-04 02:00:00,OZONE_MIN,0.0,-3.73028149071609,1.0
2019-12-06 01:00:00,OZONE_MIN,4.762962962962966,4.329725835404843,1.42641509433962
2024-01-09 16:00:00,CO,2.4219646781466833,-3.0406336386413355,0.5342712329305677
2024-02-04 21:00:00,SO2,7.06361655320634,-3.2487173707691075,0.6611829645928904
2024-02-08 04:00:00,CO,0.7636675253512063,-3.1471350207599817,0.6571031449862714
2024-02-11 16:00:00,Vehicle Count,49893.333333333336,-3.0341660388924243,0.6349731253597104
2024-03-07 16:00:00,SO2,6.922264920066034,-3.1840026144210367,0.6310081942181408
2024-04-10 16:00:00,CO,8.468463352407795,3.0009915764291066,0.5922493519828279
2024-04-22 17:00:00,SO2,5.6994923018155,-3.0708827037484876,0.6874588144578626
2024-04-23 11:00:00,CO,8.42886920741986,3.1202737326190793,0.5829072357885364
2024-06-26 21:00:00,Vehicle Count,28539.666666666668,-3.0582654152227673,0.8435851248849072
2024-07-10 18:00:00,SO2,7.0600792974566176,-3.2974998172615586,0.6357846904515493
2024-07-13 06:00:00,NO2,13.625801302903673,-3.0376628398908125,0.5558155661499297
2024-07-22 05:00:00,Industrial Activity Index,0.5063170292692009,-3.009980823452471,0.827337241631944
2024-07-24 22:00:00,CO,1.6423242599271555,-3.1657414882888313,0.5979375847684467
2024-07-31 18:00:00,Vehicle Count,404162.3333333333,3.010198471929271,0.5759785794594173
2024-10-08 13:00:00,Industrial Activity Index,0.5494741067389237,-3.1455536876951125,0.8547885551174891
2024-10-17 20:00:00,AQI,114.33333333333333,-3.1018972851051143,0.5050505050505051
2024-11-02 05:00:00,SO2,9.271084916997586,-3.092116791621238,0.5468260759826613
2024-11-06 13:00:00,PM10,41.43397871192859,-3.2234681708441015,0.5990653596207882
2024-11-25 16:00:00,AQI,89.0,-3.074175362037897,0.5781990521327014
2025-01-02 02:00:00,NO2,13.895604428667719,-3.048378843795465,0.5709248516685799
2025-01-23 21:00:00,PM10,43.275550415886045,-3.0454994931606336,0.596826973403138
2025-02-14 06:00:00,O3,13.513281282028949,-3.015597772864421,0.6480333680692902
